Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-08 00:00:00,1.0930156707763672,1.0932546854019165,1.0930156707763672,1.093135118484497,1.093135118484497,0
2024-08-08 00:15:00,1.0932546854019165,1.0933741331100464,1.093135118484497,1.0933741331100464,1.0933741331100464,0
2024-08-08 00:30:00,1.0933741331100464,1.0937328338623047,1.0933741331100464,1.0937328338623047,1.0937328338623047,0
2024-08-08 00:45:00,1.0936132669448853,1.0936132669448853,1.093135118484497,1.093135118484497,1.093135118484497,0
2024-08-08 01:00:00,1.0930156707763672,1.0932546854019165,1.0930156707763672,1.093135118484497,1.093135118484497,0
2024-08-08 01:15:00,1.0932546854019165,1.0934937000274658,1.093135118484497,1.0933741331100464,1.0933741331100464,0
2024-08-08 01:30:00,1.0932546854019165,1.0934937000274658,1.093135118484497,1.093135118484497,1.093135118484497,0
2024-08-08 01:45:00,1.093135118484497,1.0933741331100464,1.0928961038589478,1.0930156707763672,1.0930156707763672,0
2024-08-08 02:00:00,1.093135118484497,1.0933741331100464,1.0930156707763672,1.093135118484497,1.093135118484497,0
2024-08-08 02:15:00,1.093135118484497,1.093135118484497,1.0927767753601074,1.0927767753601074,1.0927767753601074,0
2024-08-08 02:30:00,1.0928961038589478,1.0930156707763672,1.0926573276519775,1.0928961038589478,1.0928961038589478,0
2024-08-08 02:45:00,1.0927767753601074,1.093135118484497,1.0927767753601074,1.093135118484497,1.093135118484497,0
2024-08-08 03:00:00,1.093135118484497,1.0936132669448853,1.093135118484497,1.0932546854019165,1.0932546854019165,0
2024-08-08 03:15:00,1.0932546854019165,1.0932546854019165,1.0930156707763672,1.093135118484497,1.093135118484497,0
2024-08-08 03:30:00,1.0932546854019165,1.0937328338623047,1.0932546854019165,1.0937328338623047,1.0937328338623047,0
2024-08-08 03:45:00,1.0936132669448853,1.0938525199890137,1.0934937000274658,1.0937328338623047,1.0937328338623047,0
2024-08-08 04:00:00,1.0937328338623047,1.0937328338623047,1.0934937000274658,1.0936132669448853,1.0936132669448853,0
2024-08-08 04:15:00,1.0934937000274658,1.0936132669448853,1.0933741331100464,1.0933741331100464,1.0933741331100464,0
2024-08-08 04:30:00,1.0934937000274658,1.0936132669448853,1.0933741331100464,1.0936132669448853,1.0936132669448853,0
2024-08-08 04:45:00,1.0936132669448853,1.0937328338623047,1.0936132669448853,1.0937328338623047,1.0937328338623047,0
2024-08-08 05:00:00,1.0938525199890137,1.0940918922424316,1.0938525199890137,1.0939722061157227,1.0939722061157227,0
2024-08-08 05:15:00,1.0940918922424316,1.0940918922424316,1.0938525199890137,1.0939722061157227,1.0939722061157227,0
2024-08-08 05:30:00,1.0939722061157227,1.0939722061157227,1.0936132669448853,1.0937328338623047,1.0937328338623047,0
2024-08-08 05:45:00,1.0937328338623047,1.0937328338623047,1.0933741331100464,1.0934937000274658,1.0934937000274658,0
2024-08-08 06:00:00,1.0934937000274658,1.0936132669448853,1.0933741331100464,1.0934937000274658,1.0934937000274658,0
